state,district,maturity_pct,biometric_backlog_vol,migration_pct,total_workload
Karnataka,Belagavi,1145.634055161719,-45328.0,283.55352459016393,126723.0
Odisha,Khorda,1975.9562880733945,-43963.0,385.93080366972475,126651.0
Tripura,West Tripura,3636.0857958061188,-33231.0,811.4282846338948,126317.0
Gujarat,Valsad,2888.8830771714565,-33514.0,694.9016693574428,126050.0
Jharkhand,Dumka,4779.099720386375,-33397.0,1509.6260650737165,125857.0
Chhattisgarh,Jashpur,7299.31400147929,-26920.0,2657.35424556213,125755.0
Uttar Pradesh,Jalaun,4497.962294647588,-43172.0,1441.4373131955485,125725.0
Gujarat,Gandhinagar,2425.856176639816,-29390.0,671.1726956271576,125616.0
Haryana,Jind,8768.64639481001,-30473.0,2075.0144022242816,125285.0
Karnataka,Dakshina Kannada,1237.4574710843374,-32546.0,350.74920843373496,124521.0
Assam,Cachar,1386.270078269825,-29459.0,520.754113285273,124417.0
Uttar Pradesh,Kannauj,4884.990251046025,-45762.0,1582.8659055588764,124260.0
Tamil Nadu,Sivaganga,1602.09976984127,-38149.0,289.3174603174603,124063.0
Chhattisgarh,Dhamtari,7817.92086038961,-23774.0,1958.756112012987,124023.0
Chhattisgarh,Balod,9820.015960784312,-24186.0,2982.6569705882353,122782.0
Gujarat,Jamnagar,2150.8387045400523,-35346.0,577.6392631328738,122702.0
Haryana,Bhiwani,4143.632829875518,-33719.0,718.854020746888,122487.0
Jharkhand,Deoghar,5211.945590101523,-28137.0,1954.4941941624365,121418.0
Jharkhand,Sahebganj,7152.282312286689,-32799.0,2511.993105802048,121300.0
Rajasthan,Sawai Madhopur,3288.8216726261426,-37780.0,901.909809296782,120467.0
Uttar Pradesh,Kasganj,6178.536249008724,-46690.0,1844.8895083267248,120307.0
Delhi,North Delhi,22555.979515738498,-22127.0,9843.246682808716,118933.0
Haryana,Mewat,11295.860838815788,-30666.0,4126.184720394737,118868.0
Karnataka,Davangere,2577.8542853368563,-35050.0,442.7493896961691,118760.0
Tamil Nadu,Theni,3275.8256174334138,-34749.0,654.9043756485645,118149.0
Kerala,Alappuzha,1120.3993983757214,-31511.0,235.76003419534086,118069.0
Himachal Pradesh,Kangra,1193.8349548693586,-39257.0,230.07584560570072,117504.0
Bihar,Buxar,3170.9279968701094,-21941.0,1218.8574765258215,117045.0
Rajasthan,Chittorgarh,2929.0778865979382,-31346.0,1251.77464604811,116083.0
Tamil Nadu,Viluppuram,1229.4842675654654,-17482.0,260.12291807103963,115914.0
Karnataka,Haveri,3504.1729455353834,-30210.0,927.9676028158577,115738.0
Gujarat,Bharuch,2453.5441977715877,-34130.0,608.365348189415,114403.0
Karnataka,Bidar,3535.5621974390747,-34031.0,778.377199504337,114229.0
Telangana,Warangal,1590.5666837240015,-49983.0,236.65278804886103,114068.0
West Bengal,Dakshin Dinajpur,2986.11230904302,-15828.0,1400.262936786655,114011.0
Odisha,Bargarh,3369.124368290669,-36822.0,652.4846531791908,113311.0
Telangana,Adilabad,2150.0620100864558,-40536.0,493.408676753122,112917.0
Uttar Pradesh,Lalitpur,6714.840109289617,-40962.0,1586.1911293260475,112091.0
Tamil Nadu,Nagapattinam,1237.2116608504587,-31002.0,282.13008659687216,112090.0
Jharkhand,Chatra,9769.83601369863,-28509.0,3000.5406575342467,111656.0
Rajasthan,Sirohi,3246.921306032097,-29477.0,1059.5281959048145,111279.0
Odisha,Kendrapara,2376.9253726541556,-35690.0,534.3722064343164,111255.0
Madhya Pradesh,Hoshangabad,5526.597641891892,-39372.0,316.73050675675677,110611.0
Uttar Pradesh,Sant Ravidas Nagar,5360.503958944282,-42056.0,1531.2024340175954,109058.0
Madhya Pradesh,Ashok Nagar,9638.901144343303,-40704.0,2447.7879063719115,108696.0
Haryana,Kaithal,7776.828552253116,-30980.0,1604.1250814956854,108339.0
Madhya Pradesh,Mandla,5845.1753866846,-29840.0,1852.1351647612644,107942.0
Jharkhand,Seraikela-Kharsawan,5264.001600537996,-28618.0,959.7902555480835,107257.0
Manipur,Imphal West,6181.462928,-34540.0,2142.856432,106536.0
Punjab,Sangrur,4899.600551407238,-34215.0,912.8132337736934,106408.0
Uttar Pradesh,Shrawasti,5188.394235116805,-33303.0,2101.8049811605124,105474.0
Haryana,Palwal,11848.78915562914,-25604.0,4621.93988410596,105163.0
Karnataka,Kalaburagi,2359.049076147817,-40461.0,563.056794512878,105162.0
Uttar Pradesh,Auraiya,4745.931533209187,-40680.0,1460.3499068901306,105026.0
Telangana,Khammam,1718.2500819318673,-39852.0,533.0849137559293,104853.0
Gujarat,Patan,2844.54711509716,-28473.0,655.7543946188341,104849.0
Rajasthan,Rajsamand,2942.5728430254658,-30344.0,1096.033968072976,104546.0
Jammu And Kashmir,Srinagar,3239.2441527153937,-28601.0,841.4481135157207,104089.0
Uttarakhand,Nainital,3783.8835508021393,-33125.0,985.1163475935829,104033.0
Odisha,Puri,2596.0081218112246,-33403.0,530.9144483418368,103638.0
Kerala,Kottayam,962.0193623639192,-27753.0,190.98827475375842,103295.0
Punjab,Tarn Taran,3271.3459221392054,-23666.0,512.1657923712152,103239.0
Punjab,Sas Nagar (Mohali),3548.517065767285,-27932.0,1359.3773903878582,103103.0
Chhattisgarh,Surajpur,7249.674730964467,-20925.0,1861.8467817258884,102895.0
Tamil Nadu,Thiruvarur,1330.1264041790116,-31270.0,305.6609932948698,102759.0
Manipur,Imphal East,6755.0120552995395,-35044.0,2200.3395576036864,102667.0
Manipur,Thoubal,9405.893648468707,-31634.0,3365.7591611185085,102461.0
Chhattisgarh,Kawardha,18064.63095,-20635.0,6441.968625,102122.0
Uttar Pradesh,Baghpat,3574.6836498516323,-33601.0,1095.2095014836796,102025.0
Odisha,Dhenkanal,3860.833558194774,-34489.0,648.1669073634205,101762.0
Chhattisgarh,Balrampur,8398.905831024931,-14737.0,3559.0777423822715,101303.0
Karnataka,Kolar,3003.844385107183,-27300.0,850.6769650244452,101255.0
Rajasthan,Bundi,4341.597793939394,-28998.0,1470.1021696969697,101173.0
Uttar Pradesh,Chitrakoot,8430.460616174583,-38975.0,2305.1024646983315,101066.0
Haryana,Ambala,4209.325703991131,-23054.0,885.9415631929047,100043.0
Haryana,Rohtak,4697.951965428937,-22094.0,837.8062676056337,99894.0
Tamil Nadu,Kanniyakumari,1523.438556914069,-24330.0,378.5576270018943,99602.0
Karnataka,Chitradurga,2333.2587591028255,-25351.0,703.7860617535682,99369.0
Telangana,Medchal-Malkajgiri,2819.4511106719365,-10233.0,1587.5676126482213,99240.0
Haryana,Fatehabad,7276.106388115135,-26506.0,1918.0976137418754,99093.0
Karnataka,Mandya,2158.219003445534,-27673.0,570.5691969255234,97864.0
Karnataka,Yadgir,3157.6138169014084,-27673.0,632.2655492957747,96766.0
Bihar,Munger,5465.526854034451,-18624.0,2009.8908522212148,96410.0
Tamil Nadu,Ariyalur,3177.2556463367855,-28773.0,439.55995013425394,96345.0
Chhattisgarh,Kondagaon,10791.116215022092,-14299.0,4106.192002945509,96338.0
Madhya Pradesh,Burhanpur,5086.084801670147,-26778.0,968.0436743215031,95828.0
Karnataka,Koppal,3042.4055541401276,-26697.0,801.14783014862,95774.0
Kerala,Kasaragod,2786.9157692307695,-33060.0,496.84581277213357,95697.0
Rajasthan,Pratapgarh,5161.440820783133,-30057.0,1929.4106626506023,95438.0
Madhya Pradesh,Dindori,9793.191127272727,-30576.0,2669.132533333333,94886.0
Uttar Pradesh,Hapur,4812.520418743769,-33704.0,1423.6099002991027,94831.0
Madhya Pradesh,Anuppur,5922.438600917431,-28782.0,1036.968134556575,93783.0
Gujarat,Amreli,2324.977213375796,-30152.0,484.7448949044586,93457.0
Karnataka,Bellary,1959.2175509670674,-25168.0,370.67998170412966,93053.0
Haryana,Kurukshetra,6238.480587219344,-20503.0,1222.0727979274611,91343.0
Uttar Pradesh,Hamirpur,4519.750903316867,-34146.0,1416.3103952011293,90780.0
Bihar,Lakhisarai,5389.225194672131,-19303.0,1743.6819467213115,90295.0
Madhya Pradesh,Neemuch,5236.4824316109425,-30114.0,1461.4121960486323,90168.0
Madhya Pradesh,Sheopur,10789.14298,-28705.0,3066.89662,90078.0
Jammu And Kashmir,Baramula,4354.902741286863,-24337.0,1051.7796514745307,89745.0
Delhi,Central Delhi,6860.186783754117,-20503.0,2455.797069154775,89449.0
Odisha,Angul,2757.283649722002,-29083.0,576.2311517077045,88741.0
Assam,Kamrup,1098.0520432946146,-19952.0,465.0433922914467,88553.0
Punjab,Fazilka,6802.099331395349,-27604.0,1724.8633042635659,87464.0
Odisha,Rayagada,3930.399307105108,-26818.0,855.7959483264826,87303.0
Madhya Pradesh,Narsinghpur,4047.856276803119,-33281.0,754.0704873294347,86862.0
Maharashtra,Mumbai City,2285.000951283739,-25267.0,902.2914516129033,86842.0
West Bengal,Darjeeling,1173.855331010453,-9697.0,567.9133142037302,86512.0
Karnataka,Tumkur,1437.032488837119,-17219.0,279.7526169675791,86491.0
Karnataka,Gulbarga,1795.5266081404627,-17281.0,311.9525804735302,85993.0
Chhattisgarh,Koriya,5076.236228269086,-16959.0,1297.5862055933485,85659.0
Karnataka,Mysuru,1260.8312166064982,-28110.0,347.58930866425993,85141.0
Madhya Pradesh,Alirajpur,5745.726561210454,-29800.0,1190.5058734525446,84550.0
Odisha,Kandhamal,2983.0571786833852,-25631.0,632.6706717420511,84204.0
Jharkhand,Simdega,9385.942474964235,-18806.0,1646.3610586552215,83540.0
Karnataka,Vijayapura,1591.7529867533117,-30578.0,322.3644438890277,82723.0
Haryana,Jhajjar,3693.0591267605637,-21921.0,955.6327267605634,82639.0
Karnataka,Bijapur,1638.8092322981367,-17033.0,368.91836770186336,81977.0
Odisha,Jajapur,1826.6054526091586,-25625.0,360.03338924387646,81613.0
Jammu And Kashmir,Kupwara,9139.712886597938,-21886.0,2782.6315463917526,81277.0
Tamil Nadu,Karur,1920.308851660067,-23812.0,405.54764240024366,81220.0
Odisha,Nayagarh,2867.3302807775376,-27818.0,508.16719654427646,81201.0
Madhya Pradesh,Datia,5532.414966139955,-23147.0,1613.8542550790069,80759.0
Haryana,Rewari,4220.3103331067305,-22254.0,1298.2397484704281,80393.0
Tripura,South Tripura,3698.1747723440135,-20918.0,877.3175210792581,79977.0
Assam,Karimganj,1512.7662745885186,-13974.0,654.6806704134885,79388.0
Punjab,Moga,3288.5774718826406,-21468.0,593.7137946210269,78626.0
Odisha,Sambalpur,2574.7962302576893,-24027.0,671.0141853699085,78431.0
Jharkhand,Latehar,6315.704394765539,-20254.0,2237.1653544165756,77824.0
Karnataka,Hassan,1575.342371085472,-24265.0,492.78770190722867,77105.0
Kerala,Pathanamthitta,855.3882759456839,-18355.0,160.83252546071773,76828.0
Andhra Pradesh,Warangal,1310.0341962305988,-12454.0,388.7931134515891,76748.0
Himachal Pradesh,Mandi,1303.3018149606298,-25222.0,178.02847244094488,76555.0
Punjab,Ferozepur,4309.109203423304,-23003.0,1018.8109874917708,76463.0
Uttarakhand,Tehri Garhwal,2621.8700272479564,-23885.0,541.4340962761125,76411.0
Odisha,Gajapati,4020.07727032386,-27692.0,685.164606741573,76095.0
Jharkhand,Pakur,6704.139958960328,-17055.0,2945.2906566347474,76071.0
Assam,Marigaon,2643.460636430139,-12219.0,1270.6056181419165,76067.0
Uttar Pradesh,Mahoba,5297.640187304891,-28571.0,1570.5844745057232,75486.0
Jammu And Kashmir,Anantnag,3966.8007322325916,-23216.0,1180.145728643216,75477.0
Bihar,Jehanabad,2411.6766933466733,-14372.0,882.7521260630315,75217.0
Madhya Pradesh,Khandwa,3605.995365526492,-32696.0,398.25805499664654,75026.0
Punjab,Mansa,6201.450909980431,-20932.0,1116.600978473581,74714.0
Chhattisgarh,Kanker,4764.440148786218,-17114.0,1226.1303602192638,74522.0
Andhra Pradesh,Adilabad,1659.5042276422764,-10672.0,456.28373983739834,74060.0
Karnataka,Mysore,1176.2734856272607,-14749.0,231.58995050447365,73071.0
Karnataka,Bangalore Rural,3466.149869240349,-16389.0,1377.1412702366126,72698.0
Haryana,Mahendragarh,6743.04006329114,-17275.0,1894.8224430379746,72657.0
Andhra Pradesh,Rangareddy,1311.184960466084,-11555.0,250.60004161464838,72343.0
Punjab,Sri Muktsar Sahib,4436.35981294964,-23885.0,806.1667697841727,71937.0
Chhattisgarh,Gariyaband,3247.5265297860037,-14699.0,770.6976171197224,71645.0
Karnataka,Chikkaballapur,2829.8253731343284,-18216.0,899.4162068965517,70302.0
Jharkhand,Jamtara,7999.512864321608,-14569.0,2655.9866834170857,70264.0
West Bengal,Koch Bihar,1347.28879831114,-511.0,1001.4830139655733,69766.0
Maharashtra,Sindhudurg,1398.1676645876646,-19542.0,400.01151074151073,69695.0
Karnataka,Gadag,2474.9853232656915,-18772.0,567.3420622935347,69440.0
Assam,Karbi Anglong,1925.3248676957,-21068.0,708.3170562293274,69435.0
Tamil Nadu,Perambalur,2472.0158925476603,-22458.0,311.5201993067591,69224.0
Jammu And Kashmir,Rajouri,4169.107405012126,-27026.0,566.9827809215844,68780.0
Assam,Sonitpur,1137.6416726174127,-11381.0,514.942378467454,68734.0
Gujarat,Navsari,1663.885216182829,-21269.0,433.6812445954293,68703.0
Karnataka,Uttara Kannada,960.5336524941413,-20035.0,276.47694509541344,68701.0
Karnataka,Ramanagar,3192.5135752212386,-17201.0,1076.8558761061947,68320.0
Punjab,Kapurthala,2145.3457323600974,-15910.0,332.30245255474455,67435.0
Odisha,Malkangiri,5182.740873983739,-24457.0,1000.1471239837399,67130.0
Karnataka,Tumakuru,1143.3679700138096,-23477.0,306.99397908857765,66980.0
Jharkhand,Ramgarh,2440.24204588015,-15211.0,909.8641573033708,66549.0
Madhya Pradesh,Umaria,6026.049678284182,-15176.0,1897.9610053619301,65848.0
Assam,Goalpara,2377.6511467522055,-9498.0,1209.7252927024858,65359.0
Andhra Pradesh,Khammam,1281.1396875,-14136.0,406.29097222222225,65003.0
Bihar,Sheikhpura,5331.5384149484535,-15281.0,1298.4880541237112,64738.0
Assam,Bongaigaon,3289.7210578512395,-21520.0,1229.9170661157025,64431.0
Jammu And Kashmir,Punch,10929.809511002444,-22947.0,2645.792371638142,64129.0
Manipur,Bishnupur,10659.158160237388,-18921.0,4310.119465875371,64074.0
Rajasthan,Jaisalmer,3800.0001236603466,-23171.0,899.3413685078319,62798.0
Odisha,Jagatsinghapur,1913.0708801861185,-22757.0,326.8608918185343,62713.0
Haryana,Panchkula,3313.6918907305094,-16725.0,1091.6297483118478,62557.0
Telangana,Vikarabad,2207.390279642058,-5577.0,1368.51379753915,62373.0
Odisha,Nuapada,6340.813684210526,-21036.0,1078.2058605974396,62269.0
Meghalaya,East Khasi Hills,678.2699875,-4591.0,318.13222916666666,62097.0
Jharkhand,Khunti,5056.151109785203,-13700.0,1280.6770644391406,62039.0
Assam,Lakhimpur,1999.2969019362897,-11848.0,905.4856839475328,62014.0
Kerala,Idukki,1249.9439931428572,-17954.0,213.24856457142857,61078.0
Uttarakhand,Pauri Garhwal,1323.5823783783783,-21666.0,324.4564108108108,60391.0
Bihar,Sheohar,6535.529324546952,-10911.0,2073.157495881384,60316.0
Meghalaya,West Garo Hills,1805.611782051282,-3616.0,805.3914487179487,60273.0
Tripura,North Tripura,2972.0828831473873,-21679.0,511.07531415149737,59529.0
Jammu And Kashmir,Udhampur,2865.3595197044338,-19380.0,511.1428140394089,58909.0
Karnataka,Udupi,847.8501066391468,-16363.0,266.8198331613347,58665.0
Jharkhand,Koderma,5626.884491844417,-15670.0,1534.474416562108,58517.0
Delhi,North East,15071.616885245903,-1080.0,1952.3167540983607,57751.0
Madhya Pradesh,Harda,8696.44687128713,-18501.0,933.6958415841584,57592.0
Karnataka,Ballari,1420.628780271707,-22519.0,354.3287507383343,56952.0
Jammu And Kashmir,Kathua,2737.3013831775697,-19876.0,651.6327102803739,56942.0
Telangana,Suryapet,2333.2361426844013,-6920.0,1247.6580169286578,56854.0
Punjab,Rupnagar,2513.6160550458717,-16081.0,387.7573343527013,56247.0
Tamil Nadu,The Nilgiris,1254.7812913907285,-20747.0,199.66021905247072,56227.0
Jharkhand,Lohardaga,4882.979090909091,-11873.0,1279.6014825174825,56112.0
Bihar,Arwal,3295.4924331550806,-11023.0,1070.4421568627452,55581.0
Andhra Pradesh,Nalgonda,1050.4568671089237,-4499.0,405.51395249304517,54985.0
Telangana,Sangareddy,1384.3122271336279,-11220.0,662.2240326419585,54415.0
Assam,Darrang,1984.6290949554896,-11367.0,749.5567433234421,54048.0
Odisha,Jajpur,1324.6486848271823,-18770.0,310.87194786174575,53770.0
Assam,Dibrugarh,1311.1953327571305,-10715.0,591.6187554019015,53669.0
Maharashtra,Buldana,1955.850860838537,-2145.0,628.967997323818,53493.0
Assam,Hojai,2435.1188041237115,-9473.0,833.7102680412371,53351.0
Karnataka,Shivamogga,1127.0749815316424,-19350.0,311.53367643437576,53294.0
Assam,Tinsukia,1236.4063481089875,-8004.0,690.9426311508743,53034.0
Gujarat,Morbi,2071.7961458333334,-15684.0,533.83346875,52879.0
Assam,Golaghat,1338.06208815427,-6204.0,780.1741652892563,52739.0
Goa,North Goa,1189.7593578456758,-16623.0,293.68420766442256,52690.0
Himachal Pradesh,Shimla,1024.0565588038385,-17580.0,207.24332961392545,52485.0
Gujarat,Narmada,3925.1976211453743,-14092.0,661.0021938325991,51545.0
Gujarat,Gir Somnath,2038.8681148075668,-19131.0,343.44893672537506,51410.0
Gujarat,Tapi,2163.663590673575,-14586.0,300.1902590673575,51232.0
Madhya Pradesh,East Nimar,2409.1893222506396,-7900.0,291.844226342711,51189.0
Kerala,Wayanad,2419.149965437788,-11143.0,528.3342165898617,51071.0
Assam,Kamrup Metro,934.0350507393448,-11532.0,374.16080603073357,50977.0
Chhattisgarh,Kabeerdham,10620.510828729282,-15176.0,3470.554060773481,50950.0
Punjab,Faridkot,5238.317487623763,-13919.0,1007.0296658415841,50775.0
Jammu And Kashmir,Pulwama,3592.2817002881843,-17908.0,1109.3031988472621,50432.0
Himachal Pradesh,Chamba,1920.8941520190024,-14059.0,472.35896912114015,50172.0
Tripura,Dhalai,3929.91546875,-20071.0,870.831220703125,49747.0
Telangana,Bhadradri Kothagudem,1557.6574498286832,-8708.0,724.2944591287323,49587.0
Assam,Kokrajhar,2067.279555264879,-15446.0,662.8317396991498,49233.0
Bihar,Begusarai,8936.607275064267,-11595.0,2438.4810796915167,48671.0
Jammu And Kashmir,Doda,2656.6540329218105,-15243.0,423.567646090535,48169.0
Mizoram,Aizawl,3034.692994960403,-25658.0,501.29940964722823,48026.0
Punjab,Fatehgarh Sahib,2672.4810497981157,-16091.0,485.9663795423957,47968.0
Himachal Pradesh,Sirmaur,2713.0965017421604,-13448.0,711.5387456445993,47287.0
West Bengal,East Midnapore,789.2762425732432,-5863.0,303.40116779348494,46990.0
Maharashtra,Raigad,969.2185148514851,-1477.0,586.6882538253825,46663.0
Tamil Nadu,Kanyakumari,768.8259466717822,-19176.0,209.3364358334932,46151.0
Punjab,Barnala,3708.2196498054473,-14988.0,695.7136673151751,45928.0
Gujarat,Chhotaudepur,1953.9098204936427,-16178.0,342.66387434554974,44891.0
Uttarakhand,Almora,1381.566245474294,-15104.0,319.1806842867488,44808.0
Telangana,Yadadri.,2331.859538572459,-5173.0,1477.4576496034608,44418.0
Gujarat,Porbandar,2386.82403712297,-12121.0,543.9906960556845,44393.0
Telangana,Siddipet,1176.8460648322653,-7688.0,644.240380701093,44311.0
Pondicherry,Puducherry,1582.0530638111888,-14728.0,449.472923951049,44271.0
Uttar Pradesh,Prayagraj,1104.0902525098875,-9102.0,499.82875874657736,43999.0
Goa,South Goa,1320.0148938356165,-14643.0,342.4717397260274,43765.0
Chhattisgarh,Bijapur,3110.234364261168,-6827.0,968.6885910652921,43351.0
Assam,Dhemaji,1783.563284100782,-8325.0,786.5620156385752,43307.0
West Bengal,West Midnapore,1008.3704496225795,-2708.0,487.43703642927466,43046.0
Manipur,Senapati,1761.5585759162302,-11605.0,620.4755811518326,42657.0
Karnataka,Chamrajanagar,1784.1479594017094,-13599.0,420.76883012820514,42294.0
Assam,Hailakandi,1543.2985021398003,-10055.0,535.3224251069901,42110.0
Uttarakhand,Pithoragarh,1648.3277674849467,-14055.0,382.1562251042149,41768.0
Chhattisgarh,Sukma,7095.556041131105,-12254.0,1337.813881748072,41412.0
Himachal Pradesh,Solan,1562.9530377444294,-14556.0,219.5219918144611,41034.0
Karnataka,Shimoga,829.8197488187018,-5258.0,222.57184282516786,40665.0
Andhra Pradesh,N. T. R,1241.3732360831657,-5817.0,720.3208249496982,40612.0
Chhattisgarh,Uttar Bastar Kanker,2695.375361867704,-5972.0,603.746326848249,40391.0
Assam,Udalguri,1181.8095538680589,-10038.0,454.6272899857617,40288.0
Assam,Chirang,2402.928837837838,-15497.0,585.8222432432432,39734.0
Telangana,Nirmal,2319.4655315471045,-4674.0,1280.0844425237683,39713.0
Himachal Pradesh,Una,1183.1833997901363,-13370.0,185.47438265127667,39346.0
Gujarat,Mahisagar,2096.6713479181367,-15695.0,279.31417784050814,38786.0
Odisha,Jharsuguda,1884.2050673696542,-11941.0,522.6483831282952,38527.0
Gujarat,Arvalli,1671.6642332361516,-16843.0,226.92290962099125,37891.0
Assam,Nalbari,959.9971153846154,-11346.0,364.6947913256956,37817.0
Punjab,Pathankot,2652.331819757366,-11792.0,638.9342461005199,37664.0
Uttarakhand,Chamoli,1521.837144177449,-12280.0,305.1704759704252,37294.0
Odisha,Sonapur,3257.74758254717,-13799.0,664.6361084905661,37118.0
Manipur,Churachandpur,1977.406391509434,-10015.0,728.9076768867924,37061.0
Jammu And Kashmir,Ramban,5356.2941458333335,-19742.0,697.1427500000001,37004.0
Telangana,Jogulamba Gadwal,2998.4509744779584,-4288.0,1581.136693735499,36772.0
Jammu And Kashmir,Budgam,4493.34436416185,-17262.0,1185.038034682081,36610.0
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,5260.279613402062,-9955.0,732.0564948453608,36422.0
Punjab,Shaheed Bhagat Singh Nagar,1335.164269005848,-12668.0,149.8945112781955,35563.0
Telangana,Kamareddy,1336.1375039999998,-5687.0,607.1765493333334,35330.0
Andhra Pradesh,Tirupati,814.4793329804129,-4639.0,484.9395420857597,35125.0
Odisha,Baleshwar,724.9049836065574,-5465.0,178.83572131147542,35026.0
Nagaland,Dimapur,2706.2915517241377,-8126.0,587.8175718390805,34816.0
Assam,Jorhat,762.3056319702602,-7238.0,364.5365873605948,34684.0
Jammu And Kashmir,Kulgam,7227.861304347826,-13278.0,1291.3435326086956,34437.0
Gujarat,The Dangs,5042.318801742919,-11584.0,613.378017429194,34228.0
Andhra Pradesh,Annamayya,973.259413273485,-4728.0,575.3622378967618,34084.0
Telangana,Mancherial,1524.8193839132914,-6044.0,835.4044780376498,34029.0
Uttarakhand,Champawat,3336.737100371747,-10646.0,893.96083023544,33873.0
West Bengal,Purba Bardhaman,552.2965042155048,-2659.0,283.2157042977586,33507.0
West Bengal,Bardhaman,467.8347440742013,-1600.0,250.64456372380624,33232.0
Assam,Baksa,1185.0006394009217,-9134.0,487.32704493087556,32875.0
Gujarat,Devbhumi Dwarka,1661.609716713881,-15711.0,244.98697592067987,32822.0
Karnataka,Vijayanagara,1237.812902338377,-3765.0,343.551989912884,32819.0
Andhra Pradesh,Medak,668.4258969372873,-4835.0,177.94343461351482,32680.0
Andhra Pradesh,Kakinada,1024.4306293706295,-6052.0,572.0827552447553,32632.0
Gujarat,Dohad,1096.3650973451329,2816.0,242.8603539823009,32596.0
Uttarakhand,Uttarkashi,2623.6549644670054,-12244.0,514.6715939086295,32578.0
Jammu And Kashmir,Bandipore,5034.074639830508,-9067.0,1418.9430720338983,32437.0
Odisha,Boudh,2163.39799821269,-10945.0,373.36405719392314,32316.0
Chhattisgarh,Dakshin Bastar Dantewada,3553.0485144429163,-6781.0,339.2571114167813,32136.0
Telangana,Komaram Bheem,2486.0798137369034,-3840.0,1424.7721071012807,32014.0
West Bengal,Maldah,975.60625,-2121.0,475.3280745614035,31769.0
Tripura,Sepahijala,3648.2367252396166,-12364.0,995.2835942492013,31617.0
Chhattisgarh,Narayanpur,21457.942844827587,-6229.0,5807.836465517242,31576.0
Telangana,Wanaparthy,1775.4764566929134,-3291.0,914.2446369203849,30941.0
Karnataka,Chickmagalur,804.8104847396769,-5637.0,183.42438061041292,30841.0
Pondicherry,Pondicherry,1217.0036167076166,-3968.0,176.21179852579854,30345.0
Jammu And Kashmir,Reasi,3132.7410901749663,-11061.0,493.80768506056523,30240.0
Andhra Pradesh,Nandyal,889.212378954164,-5243.0,475.1180664945126,30237.0
Odisha,Khordha,635.4677240228789,-2473.0,134.8973093422307,30121.0
Uttarakhand,Rudraprayag,2147.2307760141093,-10554.0,349.4040917107584,30119.0
Himachal Pradesh,Hamirpur,715.1592612710483,-9645.0,113.741463878327,29739.0
Telangana,Mahabubabad,1423.2247350069736,-4454.0,785.1550976290097,29583.0
Delhi,Shahdara,4376.091232227488,-1511.0,2533.6098578199053,29470.0
Andhra Pradesh,Alluri Sitharama Raju,993.5858054226476,-7112.0,305.2818620414673,29242.0
Meghalaya,West Khasi Hills,2499.663495575221,-898.0,1703.5138938053099,29167.0
Himachal Pradesh,Kullu,1115.3659055479138,-9939.0,237.17410362219164,29094.0
Telangana,Nagarkurnool,1205.9722918978912,-5787.0,554.9471309655938,29061.0
Andhra Pradesh,Y. S. R,777.7253390088173,-4282.0,459.08974764366064,28332.0
Andhra Pradesh,Palnadu,876.0050678886627,-5132.0,472.62040733197557,28255.0
Gujarat,Ahmadabad,557.9615493390716,3145.0,153.41069781739932,27878.0
Himachal Pradesh,Bilaspur,1102.0915291936979,-8391.0,172.43963392029656,27574.0
Karnataka,Kodagu,1103.0440894117646,-7103.0,322.5300094117647,27444.0
Uttarakhand,Bageshwar,1918.560938271605,-7113.0,325.0232427983539,27153.0
Andhra Pradesh,Sri Sathya Sai,709.6545327510917,-4684.0,352.86219796215426,27130.0
Madhya Pradesh,Agar Malwa,3337.3004835924007,-3534.0,895.9487910189982,26573.0
Manipur,Ukhrul,3507.6277684210527,-5911.0,1166.1373894736842,26083.0
Jammu And Kashmir,Kishtwar,6722.499207920792,-9652.0,850.6646204620462,25932.0
Jammu And Kashmir,Badgam,2343.030446998723,-2968.0,839.0462707535121,25693.0
Jharkhand,Purbi Singhbhum,1344.840475,-3147.0,179.7756125,25075.0
Telangana,Hanumakonda,908.0926408125576,-881.0,494.72707294552174,24983.0
Andhra Pradesh,Karimnagar,552.6323024556285,-3625.0,161.09732555312425,24922.0
Telangana,Jagitial,1022.4242825484765,-4867.0,463.0396454293629,24911.0
Gujarat,Botad,1435.6714209591476,-7949.0,311.1559857904085,24767.0
Karnataka,Chikkamagaluru,737.5301927119832,-8301.0,207.83198318149965,24118.0
Andhra Pradesh,Mahabub Nagar,474.99993579866464,257.0,198.95937596302005,24050.0
Tamil Nadu,Chengalpattu,652.3366456536164,-2956.0,421.1039449236895,23972.0
Punjab,Malerkotla,3458.284066543438,-4859.0,1244.1506099815156,23831.0
Assam,Sibsagar,670.5011853720051,-6479.0,276.2109667927701,23448.0
Odisha,Debagarh,3161.703273703041,-7532.0,683.2155635062612,23171.0
Karnataka,Bengaluru Urban,0.0,12111.0,0.0,23074.0
Meghalaya,West Jaintia Hills,1515.9663742690059,-1869.0,868.4046491228071,22976.0
West Bengal,Paschim Bardhaman,458.6766164727356,-2710.0,223.63385124344057,22928.0
Tripura,Gomati,2655.9799313186813,-11008.0,758.0626648351648,22721.0
Odisha,Sundargarh,633.5615191424197,-2683.0,156.00764165390507,22632.0
Bihar,Khagaria,7660.5956345177665,-4888.0,2592.28345177665,22560.0
